recency,frequency,monetary,cluster,Segment
731,1,234.38,2,At-Risk Loyalists
12,10,5494.7,0,Champions
138,1,501.14,2,At-Risk Loyalists
22,18,2643.81,0,Champions
20,9,2415.41,0,Champions
669,1,134.9,2,At-Risk Loyalists
239,1,30.599999999999998,2,At-Risk Loyalists
269,1,283.73,2,At-Risk Loyalists
94,2,922.39,3,New/Promising
473,2,506.75,2,At-Risk Loyalists
90,4,4782.45,3,New/Promising
524,1,158.57,2,At-Risk Loyalists
5,13,3998.25,0,Champions
78,1,259.17,2,At-Risk Loyalists
631,1,263.5,2,At-Risk Loyalists
452,2,233.25,2,At-Risk Loyalists
94,1,64.0,2,At-Risk Loyalists
23,7,3313.77,0,Champions
262,1,77.3,2,At-Risk Loyalists
274,3,200.45000000000002,2,At-Risk Loyalists
86,6,2475.23,3,New/Promising
197,2,3371.45,3,New/Promising
56,13,6274.56,0,Champions
11,16,7712.7,0,Champions
22,7,1467.24,1,Lost Customers
16,8,8202.98,0,Champions
108,5,1215.68,3,New/Promising
85,17,7668.58,0,Champions
19,1,307.09,1,Lost Customers
585,1,405.1,2,At-Risk Loyalists
333,2,135.35,2,At-Risk Loyalists
40,7,1423.52,3,New/Promising
26,1,228.91,1,Lost Customers
10,4,712.8000000000001,1,Lost Customers
29,26,8621.81,0,Champions
14,4,1676.06,1,Lost Customers
484,3,449.96999999999997,2,At-Risk Loyalists
296,3,2580.7400000000002,3,New/Promising
417,7,2146.38,3,New/Promising
6,1,486.22,1,Lost Customers
399,3,1624.84,3,New/Promising
33,6,1750.18,3,New/Promising
385,3,1586.54,3,New/Promising
49,9,5687.36,0,Champions
95,5,1508.18,3,New/Promising
9,4,1437.85,1,Lost Customers
22,1,91.8,1,Lost Customers
313,2,478.88,2,At-Risk Loyalists
122,16,9275.49,0,Champions
610,1,17.65,2,At-Risk Loyalists
569,2,372.2,2,At-Risk Loyalists
46,3,1451.16,1,Lost Customers
283,2,884.18,2,At-Risk Loyalists
19,5,1125.15,1,Lost Customers
36,5,1875.31,3,New/Promising
64,3,840.08,1,Lost Customers
27,1,116.00999999999999,1,Lost Customers
22,3,468.41,1,Lost Customers
400,1,69.6,2,At-Risk Loyalists
4,11,2639.35,0,Champions
16,12,9494.84,0,Champions
582,2,831.45,2,At-Risk Loyalists
46,1,492.84,1,Lost Customers
65,2,512.2,1,Lost Customers
26,21,14059.19,0,Champions
619,1,572.3100000000001,2,At-Risk Loyalists
607,1,86.10000000000001,2,At-Risk Loyalists
381,1,359.69,2,At-Risk Loyalists
45,1,121.18,2,At-Risk Loyalists
8,15,7036.18,0,Champions
15,10,1701.29,0,Champions
268,1,71.4,2,At-Risk Loyalists
40,3,1575.89,1,Lost Customers
337,4,367.01,2,At-Risk Loyalists
11,1,114.60000000000001,1,Lost Customers
19,2,260.68,1,Lost Customers
544,3,570.66,2,At-Risk Loyalists
658,1,164.69,2,At-Risk Loyalists
95,6,2558.58,3,New/Promising
61,1,117.88,2,At-Risk Loyalists
136,2,472.78,2,At-Risk Loyalists
414,1,172.38,2,At-Risk Loyalists
11,7,3068.84,0,Champions
610,1,373.01000000000005,2,At-Risk Loyalists
10,8,4974.2300000000005,0,Champions
4,67,16432.89,0,Champions
19,4,870.09,1,Lost Customers
502,4,1240.6100000000001,3,New/Promising
394,7,1580.3,3,New/Promising
10,10,2648.25,0,Champions
731,1,966.6600000000001,2,At-Risk Loyalists
443,1,2803.2,3,New/Promising
400,13,8377.32,3,New/Promising
15,4,535.86,1,Lost Customers
59,9,1988.5,3,New/Promising
30,13,8509.51,0,Champions
94,1,353.48,2,At-Risk Loyalists
10,10,2729.32,0,Champions
20,3,788.08,1,Lost Customers
57,11,3851.52,0,Champions
418,7,3264.23,3,New/Promising
402,1,81.6,2,At-Risk Loyalists
268,1,333.74,2,At-Risk Loyalists
122,4,666.48,3,New/Promising
127,1,62.63999999999999,2,At-Risk Loyalists
618,1,76.23,2,At-Risk Loyalists
78,5,1336.0900000000001,3,New/Promising
240,2,847.41,2,At-Risk Loyalists
577,1,88.5,2,At-Risk Loyalists
200,6,969.1200000000001,3,New/Promising
60,2,2155.95,3,New/Promising
3,16,16260.07,0,Champions
273,2,312.46,2,At-Risk Loyalists
202,1,257.7,2,At-Risk Loyalists
81,1,358.0,2,At-Risk Loyalists
226,1,160.95,2,At-Risk Loyalists
4,30,6360.78,0,Champions
13,7,1357.6,1,Lost Customers
74,4,1176.46,3,New/Promising
673,2,356.95,2,At-Risk Loyalists
212,1,1031.07,2,At-Risk Loyalists
25,2,744.85,1,Lost Customers
388,1,643.0,2,At-Risk Loyalists
17,6,1006.63,1,Lost Customers
262,5,1594.69,3,New/Promising
96,8,1738.52,3,New/Promising
412,1,115.58,2,At-Risk Loyalists
112,7,699.4,3,New/Promising
203,5,1278.04,3,New/Promising
93,1,121.74000000000001,2,At-Risk Loyalists
51,2,989.22,1,Lost Customers
18,11,3387.43,0,Champions
18,4,501.12,1,Lost Customers
125,2,465.68,2,At-Risk Loyalists
92,9,1608.93,3,New/Promising
461,2,256.04,2,At-Risk Loyalists
402,1,252.68,2,At-Risk Loyalists
394,2,399.3,2,At-Risk Loyalists
157,4,2951.11,3,New/Promising
376,1,51.410000000000004,2,At-Risk Loyalists
9,3,904.46,1,Lost Customers
14,1,0.0,2,At-Risk Loyalists
436,1,149.75,2,At-Risk Loyalists
12,5,1035.18,1,Lost Customers
62,9,1433.38,3,New/Promising
61,1,557.62,1,Lost Customers
269,2,944.1,2,At-Risk Loyalists
263,3,573.45,2,At-Risk Loyalists
1,39,8704.69,0,Champions
443,1,722.5600000000001,2,At-Risk Loyalists
53,5,2107.66,3,New/Promising
11,19,6135.04,0,Champions
3,36,9758.26,0,Champions
18,11,3214.69,0,Champions
1,28,8891.7,0,Champions
366,1,1180.0,2,At-Risk Loyalists
37,1,217.38,1,Lost Customers
31,2,276.56,1,Lost Customers
113,1,138.98,2,At-Risk Loyalists
409,1,360.85,2,At-Risk Loyalists
384,2,241.66,2,At-Risk Loyalists
64,5,1939.26,3,New/Promising
16,7,523.3,1,Lost Customers
41,4,1435.85,1,Lost Customers
78,1,137.75,2,At-Risk Loyalists
122,7,2322.63,3,New/Promising
439,1,350.85,2,At-Risk Loyalists
18,4,1313.19,1,Lost Customers
60,4,373.36,1,Lost Customers
331,1,201.19,2,At-Risk Loyalists
23,6,3364.59,0,Champions
600,1,734.91,2,At-Risk Loyalists
603,3,781.59,2,At-Risk Loyalists
443,5,927.61,3,New/Promising
724,1,307.95,2,At-Risk Loyalists
438,1,208.63,2,At-Risk Loyalists
156,11,3320.84,3,New/Promising
39,5,994.51,1,Lost Customers
392,6,1192.94,3,New/Promising
190,3,1689.53,3,New/Promising
360,4,1101.97,3,New/Promising
137,6,792.51,3,New/Promising
8,7,4368.62,0,Champions
1,1,360.0,1,Lost Customers
268,3,1218.7,3,New/Promising
169,3,1285.51,3,New/Promising
104,4,618.09,3,New/Promising
155,2,159.2,2,At-Risk Loyalists
400,1,61.72,2,At-Risk Loyalists
351,4,1217.99,3,New/Promising
4,16,3754.71,0,Champions
430,1,53.65,2,At-Risk Loyalists
120,3,273.34,2,At-Risk Loyalists
23,4,1670.3700000000001,1,Lost Customers
7,6,1706.3700000000001,1,Lost Customers
28,5,1541.2,1,Lost Customers
4,2,598.57,1,Lost Customers
451,1,124.75,2,At-Risk Loyalists
22,12,3445.32,0,Champions
2,3,775.94,1,Lost Customers
689,1,310.26,2,At-Risk Loyalists
37,10,13191.57,0,Champions
66,19,6486.091,0,Champions
1,3,640.76,1,Lost Customers
5,58,22082.5,0,Champions
78,6,2228.1,3,New/Promising
72,2,567.36,1,Lost Customers
17,1,199.48000000000002,1,Lost Customers
3,5,787.85,1,Lost Customers
36,18,10513.47,0,Champions
82,1,675.3,2,At-Risk Loyalists
432,1,281.76,2,At-Risk Loyalists
39,20,9879.48,0,Champions
316,1,1308.48,2,At-Risk Loyalists
32,8,5112.97,0,Champions
93,6,2806.18,3,New/Promising
402,1,262.4,2,At-Risk Loyalists
14,1,350.9,1,Lost Customers
411,3,1015.74,3,New/Promising
82,5,6263.75,3,New/Promising
77,1,795.12,1,Lost Customers
546,1,1575.26,2,At-Risk Loyalists
158,4,2445.62,3,New/Promising
201,1,860.12,2,At-Risk Loyalists
45,12,22100.56,0,Champions
261,1,775.85,2,At-Risk Loyalists
178,1,353.43,2,At-Risk Loyalists
68,3,2543.72,3,New/Promising
288,1,389.5,2,At-Risk Loyalists
463,6,299.4,2,At-Risk Loyalists
70,1,341.36,2,At-Risk Loyalists
64,1,233.76,2,At-Risk Loyalists
11,1,247.32,1,Lost Customers
16,2,979.12,1,Lost Customers
66,1,373.94,2,At-Risk Loyalists
60,1,397.97999999999996,1,Lost Customers
71,1,743.53,1,Lost Customers
122,1,674.7,2,At-Risk Loyalists
80,1,768.24,1,Lost Customers
257,5,3838.36,3,New/Promising
269,1,439.03,2,At-Risk Loyalists
64,2,1043.31,1,Lost Customers
432,4,1553.65,3,New/Promising
472,2,1450.5,3,New/Promising
9,7,5394.07,0,Champions
18,3,1723.86,1,Lost Customers
71,1,134.95999999999998,2,At-Risk Loyalists
34,2,2225.37,1,Lost Customers
50,1,56.160000000000004,2,At-Risk Loyalists
432,1,510.20000000000005,2,At-Risk Loyalists
257,4,1121.5,3,New/Promising
366,1,616.5600000000001,2,At-Risk Loyalists
372,1,1509.74,2,At-Risk Loyalists
505,2,2297.66,3,New/Promising
90,1,378.64,2,At-Risk Loyalists
61,6,7587.1900000000005,3,New/Promising
415,2,422.8,2,At-Risk Loyalists
89,2,1792.23,3,New/Promising
99,3,1019.76,3,New/Promising
397,2,1552.88,3,New/Promising
26,3,572.56,1,Lost Customers
433,1,62.4,2,At-Risk Loyalists
32,12,8224.37,0,Champions
281,5,1387.58,3,New/Promising
544,1,305.28000000000003,2,At-Risk Loyalists
31,11,6680.83,0,Champions
330,1,534.57,2,At-Risk Loyalists
414,2,835.46,2,At-Risk Loyalists
417,1,189.44,2,At-Risk Loyalists
131,3,1185.65,3,New/Promising
11,3,797.96,1,Lost Customers
75,1,544.08,2,At-Risk Loyalists
204,1,59.8,2,At-Risk Loyalists
677,1,91.14,2,At-Risk Loyalists
584,4,1131.45,3,New/Promising
2,19,6621.7,0,Champions
185,3,1180.23,3,New/Promising
29,2,1360.99,1,Lost Customers
73,10,3191.87,3,New/Promising
192,2,670.34,2,At-Risk Loyalists
464,3,275.4,2,At-Risk Loyalists
583,1,310.83,2,At-Risk Loyalists
127,4,1535.13,3,New/Promising
18,3,229.5,1,Lost Customers
1,2,252.49,1,Lost Customers
74,6,1213.811,3,New/Promising
427,2,568.92,2,At-Risk Loyalists
579,3,2244.7,3,New/Promising
2,106,51733.462,0,Champions
24,9,2201.96,0,Champions
107,1,213.55,2,At-Risk Loyalists
620,1,487.34999999999997,2,At-Risk Loyalists
640,6,429.44,3,New/Promising
134,6,2494.14,3,New/Promising
473,4,800.67,3,New/Promising
44,3,940.8000000000001,1,Lost Customers
5,6,1669.49,1,Lost Customers
12,31,12233.6,0,Champions
64,1,221.06,2,At-Risk Loyalists
150,2,159.85,2,At-Risk Loyalists
40,8,4103.12,0,Champions
64,1,2626.3,1,Lost Customers
429,1,217.03,2,At-Risk Loyalists
450,1,572.77,2,At-Risk Loyalists
108,5,3403.63,3,New/Promising
1,22,8167.38,0,Champions
19,6,1006.53,1,Lost Customers
10,3,499.98,1,Lost Customers
11,4,1006.8,1,Lost Customers
19,2,679.45,1,Lost Customers
67,8,3316.24,3,New/Promising
571,2,439.1,2,At-Risk Loyalists
501,4,658.3199999999999,3,New/Promising
74,5,1666.8600000000001,3,New/Promising
5,9,4475.2300000000005,0,Champions
2,1,196.89,1,Lost Customers
14,7,3408.06,0,Champions
547,1,46.5,2,At-Risk Loyalists
255,3,986.61,3,New/Promising
423,7,1295.25,3,New/Promising
92,2,720.9,1,Lost Customers
667,3,419.87,2,At-Risk Loyalists
449,6,1280.16,3,New/Promising
374,2,631.6800000000001,2,At-Risk Loyalists
626,1,241.89999999999998,2,At-Risk Loyalists
430,11,3881.89,3,New/Promising
23,3,1129.14,1,Lost Customers
17,13,9240.87,0,Champions
24,1,291.88,1,Lost Customers
27,13,4120.04,0,Champions
26,11,7190.92,0,Champions
259,3,729.8,3,New/Promising
166,3,781.6899999999999,3,New/Promising
641,1,219.87,2,At-Risk Loyalists
25,6,2905.93,0,Champions
18,6,1766.72,1,Lost Customers
689,2,148.22,2,At-Risk Loyalists
7,16,11959.27,0,Champions
625,2,1160.4099999999999,2,At-Risk Loyalists
29,2,183.44,1,Lost Customers
39,6,4160.0,3,New/Promising
253,5,1153.85,3,New/Promising
58,6,3097.64,3,New/Promising
446,2,931.12,2,At-Risk Loyalists
184,5,1013.35,3,New/Promising
11,2,1083.71,1,Lost Customers
2,72,13390.51,0,Champions
653,1,82.4,2,At-Risk Loyalists
99,2,165.0,2,At-Risk Loyalists
1,4,2531.58,1,Lost Customers
464,2,592.24,2,At-Risk Loyalists
61,8,2657.7599999999998,3,New/Promising
236,3,663.79,3,New/Promising
191,4,1431.78,3,New/Promising
179,5,2061.4700000000003,3,New/Promising
38,11,2834.17,0,Champions
469,5,2215.78,3,New/Promising
201,4,851.37,3,New/Promising
417,2,627.82,2,At-Risk Loyalists
46,11,3830.84,0,Champions
232,2,336.09,2,At-Risk Loyalists
66,1,140.34,2,At-Risk Loyalists
241,3,790.72,3,New/Promising
233,11,3019.2200000000003,3,New/Promising
78,3,1122.41,3,New/Promising
58,5,846.87,3,New/Promising
17,23,15587.88,0,Champions
105,4,449.52,3,New/Promising
654,1,154.25,2,At-Risk Loyalists
52,27,4566.56,0,Champions
136,3,1269.84,3,New/Promising
275,2,618.63,2,At-Risk Loyalists
312,1,316.26000000000005,2,At-Risk Loyalists
8,10,5374.26,0,Champions
11,2,653.33,1,Lost Customers
283,6,1320.33,3,New/Promising
730,1,327.38,2,At-Risk Loyalists
18,5,1159.11,1,Lost Customers
23,4,1466.3,1,Lost Customers
288,3,2885.11,3,New/Promising
17,5,780.5,1,Lost Customers
71,6,1905.39,3,New/Promising
64,1,295.93,2,At-Risk Loyalists
73,4,4393.63,3,New/Promising
316,5,1639.2,3,New/Promising
3,4,2479.16,1,Lost Customers
244,2,287.05,2,At-Risk Loyalists
9,8,1114.72,1,Lost Customers
1,11,4558.29,0,Champions
677,1,282.76,2,At-Risk Loyalists
261,4,713.39,3,New/Promising
127,3,824.59,3,New/Promising
74,4,815.9000000000001,3,New/Promising
73,6,1265.82,3,New/Promising
21,4,1685.26,1,Lost Customers
60,3,2128.42,3,New/Promising
86,1,659.4399999999999,2,At-Risk Loyalists
78,2,343.21,1,Lost Customers
59,11,6909.4,0,Champions
1,3,1093.65,1,Lost Customers
30,1,125.80000000000001,1,Lost Customers
33,6,5101.52,0,Champions
41,5,680.1800000000001,1,Lost Customers
15,2,628.78,1,Lost Customers
738,2,1182.0,2,At-Risk Loyalists
34,12,4683.74,0,Champions
79,2,307.76,2,At-Risk Loyalists
634,1,402.97999999999996,2,At-Risk Loyalists
205,6,1738.52,3,New/Promising
34,1,210.31,1,Lost Customers
183,3,270.79,2,At-Risk Loyalists
2,35,7720.9,0,Champions
403,1,89.5,2,At-Risk Loyalists
1,7,3448.29,0,Champions
426,2,717.85,2,At-Risk Loyalists
43,12,3112.73,0,Champions
86,7,1569.3600000000001,3,New/Promising
467,3,632.39,2,At-Risk Loyalists
427,2,785.25,2,At-Risk Loyalists
377,17,4006.17,3,New/Promising
634,2,1439.6100000000001,3,New/Promising
40,6,829.0,1,Lost Customers
391,2,374.64,2,At-Risk Loyalists
12,5,1092.14,1,Lost Customers
408,1,175.53,2,At-Risk Loyalists
96,3,908.99,3,New/Promising
26,8,1005.8,1,Lost Customers
383,1,349.51,2,At-Risk Loyalists
319,2,244.2,2,At-Risk Loyalists
66,22,6978.92,0,Champions
675,1,517.8,2,At-Risk Loyalists
380,7,1638.28,3,New/Promising
74,13,8999.19,0,Champions
429,2,200.82,2,At-Risk Loyalists
28,13,3032.26,0,Champions
6,4,605.06,1,Lost Customers
513,2,990.0,2,At-Risk Loyalists
7,1,174.37,1,Lost Customers
216,11,1820.72,3,New/Promising
82,8,4838.18,3,New/Promising
84,2,777.53,1,Lost Customers
144,37,17249.55,0,Champions
19,3,414.8,1,Lost Customers
41,5,1708.1200000000001,3,New/Promising
428,4,1083.69,3,New/Promising
173,1,192.85,2,At-Risk Loyalists
17,4,893.78,1,Lost Customers
243,1,239.49,2,At-Risk Loyalists
13,26,4546.54,0,Champions
206,1,1384.25,2,At-Risk Loyalists
50,6,916.47,3,New/Promising
411,1,421.25,2,At-Risk Loyalists
23,5,732.0699999999999,1,Lost Customers
10,28,11551.74,0,Champions
25,11,3489.28,0,Champions
409,1,147.66,2,At-Risk Loyalists
15,5,1539.04,1,Lost Customers
406,1,107.75,2,At-Risk Loyalists
309,2,280.53000000000003,2,At-Risk Loyalists
390,2,241.68,2,At-Risk Loyalists
156,2,1445.031,3,New/Promising
307,3,392.45,2,At-Risk Loyalists
531,3,684.54,2,At-Risk Loyalists
541,1,131.53,2,At-Risk Loyalists
64,4,1673.5,3,New/Promising
16,9,2478.95,0,Champions
15,6,1120.74,1,Lost Customers
11,18,6349.59,0,Champions
65,7,2093.94,3,New/Promising
36,4,247.95999999999998,1,Lost Customers
108,14,5523.6900000000005,0,Champions
53,2,533.32,1,Lost Customers
517,3,818.22,3,New/Promising
6,2,697.04,1,Lost Customers
400,2,396.71,2,At-Risk Loyalists
47,5,789.59,1,Lost Customers
1,33,10167.630000000001,0,Champions
312,2,518.42,2,At-Risk Loyalists
45,4,1185.14,1,Lost Customers
65,4,1025.17,3,New/Promising
26,1,164.34,1,Lost Customers
659,1,717.62,2,At-Risk Loyalists
387,2,522.67,2,At-Risk Loyalists
29,3,280.53999999999996,1,Lost Customers
40,2,1078.31,1,Lost Customers
541,1,236.2,2,At-Risk Loyalists
593,1,167.35,2,At-Risk Loyalists
12,14,2175.88,0,Champions
89,10,3319.53,3,New/Promising
633,1,818.29,2,At-Risk Loyalists
453,5,1039.8500000000001,3,New/Promising
24,6,2359.19,1,Lost Customers
319,8,6272.53,3,New/Promising
568,2,288.1,2,At-Risk Loyalists
40,8,1278.75,3,New/Promising
174,1,177.34,2,At-Risk Loyalists
545,2,231.69,2,At-Risk Loyalists
528,1,112.34,2,At-Risk Loyalists
117,1,213.85,2,At-Risk Loyalists
696,1,658.95,2,At-Risk Loyalists
31,10,2566.49,0,Champions
388,1,462.08,2,At-Risk Loyalists
597,1,301.26,2,At-Risk Loyalists
253,2,707.04,2,At-Risk Loyalists
59,7,2245.9,3,New/Promising
676,1,310.14,2,At-Risk Loyalists
23,19,13370.86,0,Champions
5,7,2031.78,0,Champions
100,11,3070.42,3,New/Promising
25,8,3648.15,0,Champions
33,16,5073.47,0,Champions
68,4,2999.16,3,New/Promising
37,5,949.12,1,Lost Customers
52,3,810.5,1,Lost Customers
16,1,122.64,1,Lost Customers
74,2,1346.27,1,Lost Customers
611,1,405.0,2,At-Risk Loyalists
641,5,1016.47,3,New/Promising
216,4,514.72,3,New/Promising
31,10,2156.77,0,Champions
16,4,2624.26,1,Lost Customers
120,1,252.1,2,At-Risk Loyalists
400,2,326.25,2,At-Risk Loyalists
10,8,3071.68,0,Champions
400,8,1764.02,3,New/Promising
257,6,1678.88,3,New/Promising
17,10,3288.0,0,Champions
35,3,226.85,1,Lost Customers
46,5,2570.85,3,New/Promising
488,1,152.2,2,At-Risk Loyalists
43,11,6308.0,0,Champions
114,6,2280.51,3,New/Promising
165,4,1078.85,3,New/Promising
11,2,382.14,1,Lost Customers
10,9,6025.5,0,Champions
206,12,4894.88,3,New/Promising
400,1,314.59,2,At-Risk Loyalists
603,1,325.24,2,At-Risk Loyalists
86,11,2250.11,3,New/Promising
179,5,2047.51,3,New/Promising
386,3,1711.6599999999999,3,New/Promising
60,5,127.89999999999999,1,Lost Customers
149,1,305.02,2,At-Risk Loyalists
3,35,13089.94,0,Champions
51,3,413.55,1,Lost Customers
75,1,349.7,2,At-Risk Loyalists
395,1,194.95,2,At-Risk Loyalists
301,3,419.92,2,At-Risk Loyalists
19,2,396.92,1,Lost Customers
433,1,240.68,2,At-Risk Loyalists
151,2,486.82000000000005,2,At-Risk Loyalists
539,2,243.9,2,At-Risk Loyalists
405,2,556.1899999999999,2,At-Risk Loyalists
152,1,232.6,2,At-Risk Loyalists
494,3,281.26,2,At-Risk Loyalists
1,12,11435.67,0,Champions
18,4,827.83,1,Lost Customers
187,1,59.5,2,At-Risk Loyalists
458,1,258.6,2,At-Risk Loyalists
286,4,596.98,3,New/Promising
3,7,3119.44,0,Champions
183,3,409.04,2,At-Risk Loyalists
438,1,11880.84,3,New/Promising
635,1,375.5,2,At-Risk Loyalists
63,2,1259.5,1,Lost Customers
59,1,172.25,2,At-Risk Loyalists
396,1,212.78,2,At-Risk Loyalists
25,5,3114.4,3,New/Promising
374,9,2011.82,3,New/Promising
4,143,196482.81,0,Champions
31,16,2770.73,0,Champions
422,3,2020.4,3,New/Promising
39,1,151.29999999999998,1,Lost Customers
597,2,465.53000000000003,2,At-Risk Loyalists
155,2,764.15,2,At-Risk Loyalists
26,13,2613.46,0,Champions
447,1,161.0,2,At-Risk Loyalists
446,1,135.18,2,At-Risk Loyalists
318,2,425.56,2,At-Risk Loyalists
5,9,2308.06,0,Champions
8,7,2035.33,0,Champions
303,2,631.17,2,At-Risk Loyalists
267,5,3365.86,3,New/Promising
271,1,296.88,2,At-Risk Loyalists
4,18,7591.75,0,Champions
32,3,509.52,1,Lost Customers
219,9,1792.26,3,New/Promising
247,2,766.42,2,At-Risk Loyalists
408,3,743.26,3,New/Promising
465,1,161.35,2,At-Risk Loyalists
281,17,8483.29,3,New/Promising
269,1,138.28,2,At-Risk Loyalists
32,8,1763.3,3,New/Promising
246,2,306.55,2,At-Risk Loyalists
15,11,2815.25,0,Champions
117,4,799.9,3,New/Promising
36,2,741.54,1,Lost Customers
132,10,5635.41,3,New/Promising
217,6,1209.2,3,New/Promising
637,1,213.01,2,At-Risk Loyalists
50,8,1980.56,3,New/Promising
39,2,1079.6599999999999,1,Lost Customers
29,8,1080.05,1,Lost Customers
37,16,2855.17,0,Champions
436,3,724.73,2,At-Risk Loyalists
136,2,752.6,2,At-Risk Loyalists
219,2,610.59,2,At-Risk Loyalists
28,1,491.86,1,Lost Customers
411,2,487.03000000000003,2,At-Risk Loyalists
509,4,6701.640000000001,3,New/Promising
25,13,9813.22,0,Champions
5,7,2766.21,0,Champions
200,1,339.59999999999997,2,At-Risk Loyalists
396,1,440.93,2,At-Risk Loyalists
18,2,292.2,1,Lost Customers
241,5,1597.77,3,New/Promising
72,3,668.4300000000001,1,Lost Customers
17,12,3131.02,0,Champions
3,7,1341.6,1,Lost Customers
95,2,1156.36,3,New/Promising
162,2,777.36,2,At-Risk Loyalists
414,1,176.69,2,At-Risk Loyalists
374,2,249.39999999999998,2,At-Risk Loyalists
96,9,2268.35,3,New/Promising
54,11,3602.1800000000003,0,Champions
288,1,296.25,2,At-Risk Loyalists
124,7,1590.73,3,New/Promising
288,4,2094.57,3,New/Promising
152,3,447.05,2,At-Risk Loyalists
4,9,2161.35,0,Champions
2,23,9207.5,0,Champions
675,1,195.55,2,At-Risk Loyalists
12,15,9416.98,0,Champions
33,2,659.4100000000001,1,Lost Customers
54,5,1363.6399999999999,3,New/Promising
50,6,1952.17,3,New/Promising
219,5,2472.48,3,New/Promising
63,3,5217.4400000000005,3,New/Promising
71,6,2953.26,3,New/Promising
653,1,352.821,2,At-Risk Loyalists
495,1,190.35,2,At-Risk Loyalists
2,73,35540.53,0,Champions
727,2,875.97,2,At-Risk Loyalists
2,20,5800.42,0,Champions
422,4,785.37,3,New/Promising
64,9,5728.82,0,Champions
34,8,3114.22,0,Champions
397,2,301.54,2,At-Risk Loyalists
82,1,345.0,2,At-Risk Loyalists
591,1,1049.66,2,At-Risk Loyalists
428,2,623.98,2,At-Risk Loyalists
1,61,56478.42,0,Champions
103,4,1124.49,3,New/Promising
516,1,161.13,2,At-Risk Loyalists
7,3,735.82,1,Lost Customers
251,3,778.83,3,New/Promising
13,13,1793.72,0,Champions
488,4,1542.09,3,New/Promising
10,14,2910.23,0,Champions
429,4,542.49,3,New/Promising
367,6,3358.94,3,New/Promising
76,6,1222.5,3,New/Promising
505,1,3.75,2,At-Risk Loyalists
388,1,239.45999999999998,2,At-Risk Loyalists
4,1,348.8,1,Lost Customers
128,2,1516.0,3,New/Promising
66,3,383.95,1,Lost Customers
647,1,96.0,2,At-Risk Loyalists
547,1,126.03,2,At-Risk Loyalists
388,4,836.3,3,New/Promising
499,1,289.7,2,At-Risk Loyalists
437,3,1179.45,3,New/Promising
1,110,75836.87,0,Champions
117,9,2803.57,3,New/Promising
310,3,1679.56,3,New/Promising
67,1,324.8,2,At-Risk Loyalists
139,19,26259.11,0,Champions
255,3,1338.91,3,New/Promising
31,9,3208.52,0,Champions
52,2,924.6,1,Lost Customers
64,1,256.38,2,At-Risk Loyalists
367,3,534.8,2,At-Risk Loyalists
6,5,1747.66,1,Lost Customers
305,3,679.7,3,New/Promising
29,3,1499.01,1,Lost Customers
184,3,814.5,3,New/Promising
42,3,539.0,1,Lost Customers
40,8,2765.47,3,New/Promising
92,3,2257.32,3,New/Promising
22,8,7475.74,0,Champions
24,2,571.6700000000001,1,Lost Customers
29,2,382.98,1,Lost Customers
430,1,61.28,2,At-Risk Loyalists
302,6,2642.35,3,New/Promising
418,3,660.65,2,At-Risk Loyalists
145,6,1410.73,3,New/Promising
6,2,632.0,1,Lost Customers
19,7,3403.4500000000003,0,Champions
